Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome
34,0,Travel_Rarely,Sales,Marketing,Male,2,Research Director,Divorced,96130
59,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Married,56740
45,0,Travel_Rarely,Research & Development,Medical,Male,2,Sales Executive,Single,54840
53,0,Travel_Frequently,Sales,Medical,Male,2,Research Scientist,Married,120610
36,1,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Divorced,56600
26,1,Travel_Frequently,Sales,Life Sciences,Male,2,Research Scientist,Married,48210
34,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Representative,Married,64100
28,0,Travel_Rarely,Research & Development,Other,Male,2,Sales Representative,Married,52100
38,0,Travel_Frequently,Sales,Medical,Male,2,Research Scientist,Married,26950
50,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,118780
37,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Laboratory Technician,Single,170680
40,0,Travel_Rarely,Human Resources,Medical,Male,5,Sales Executive,Married,24550
26,0,Travel_Frequently,Research & Development,Medical,Male,2,Laboratory Technician,Divorced,139640
46,0,Travel_Rarely,Research & Development,Medical,Female,3,Research Scientist,Divorced,49410
54,0,Travel_Rarely,Research & Development,Medical,Female,2,Manufacturing Director,Married,24780
56,0,Travel_Frequently,Research & Development,Life Sciences,Female,2,Manufacturing Director,Married,52280
36,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Human Resources,Single,44780
55,0,Non-Travel,Research & Development,Medical,Female,2,Manager,Single,75470
43,0,Travel_Rarely,Sales,Life Sciences,Male,3,Research Scientist,Divorced,50550
20,1,Travel_Frequently,Sales,Marketing,Male,3,Sales Executive,Single,34640
21,1,Travel_Rarely,Research & Development,Life Sciences,Male,1,Manager,Single,57750
46,0,Travel_Rarely,Sales,Marketing,Female,3,Healthcare Representative,Divorced,89430
51,1,Travel_Rarely,Sales,Medical,Female,2,Research Scientist,Married,192720
28,1,Non-Travel,Research & Development,Life Sciences,Female,4,Laboratory Technician,Single,52380
26,0,Travel_Rarely,Research & Development,Medical,Female,2,Sales Executive,Married,46820
30,0,Travel_Rarely,Research & Development,Medical,Female,1,Sales Executive,Married,183000
41,0,Travel_Rarely,Sales,Life Sciences,Female,1,Research Director,Married,52570
38,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Sales Executive,Married,63490
40,0,Travel_Rarely,Sales,Marketing,Male,1,Sales Executive,Married,48690
27,0,Non-Travel,Sales,Technical Degree,Female,2,Laboratory Technician,Married,99850
55,0,Travel_Frequently,Research & Development,Life Sciences,Male,3,Laboratory Technician,Married,36970
28,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Healthcare Representative,Single,74570
44,1,Travel_Rarely,Research & Development,Life Sciences,Female,2,Sales Executive,Married,21190
33,0,Travel_Rarely,Sales,Marketing,Female,4,Sales Executive,Divorced,39830
35,1,Travel_Rarely,Sales,Life Sciences,Male,3,Sales Representative,Single,61180
33,1,Travel_Frequently,Research & Development,Life Sciences,Female,1,Sales Executive,Single,62140
28,0,Travel_Rarely,Human Resources,Human Resources,Male,2,Research Scientist,Divorced,63470
34,0,Travel_Frequently,Sales,Marketing,Male,1,Research Scientist,Single,115100
37,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Sales Executive,Divorced,71430
25,1,Travel_Rarely,Human Resources,Human Resources,Female,2,Research Scientist,Married,82680
26,1,Travel_Rarely,Sales,Marketing,Male,2,Sales Executive,Divorced,80950
33,1,Travel_Rarely,Research & Development,Life Sciences,Male,4,Manufacturing Director,Single,29040
42,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Research Scientist,Married,60320
28,1,Travel_Frequently,Research & Development,Life Sciences,Male,2,Manager,Divorced,29760
50,1,Travel_Frequently,Research & Development,Medical,Male,2,Research Scientist,Single,159920
33,0,Travel_Frequently,Sales,Medical,Female,2,Research Scientist,Married,46490
34,0,Non-Travel,Sales,Marketing,Female,2,Research Director,Married,26960
48,0,Non-Travel,Sales,Life Sciences,Male,2,Sales Executive,Single,23700
45,0,Non-Travel,Research & Development,Medical,Female,2,Human Resources,Married,125040
52,0,Travel_Rarely,Sales,Life Sciences,Male,1,Sales Executive,Single,59740
38,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Divorced,47360
29,0,Travel_Rarely,Research & Development,Medical,Female,4,Research Scientist,Divorced,52960
28,0,Travel_Rarely,Human Resources,Human Resources,Female,4,Laboratory Technician,Divorced,67810
46,0,Travel_Rarely,Research & Development,Medical,Male,3,Sales Executive,Married,21740
38,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Single,66530
43,0,Travel_Frequently,Research & Development,Medical,Female,2,Laboratory Technician,Married,96990
39,1,Travel_Frequently,Sales,Marketing,Male,2,Healthcare Representative,Divorced,67550
40,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Healthcare Representative,Single,22130
21,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Single,26100
39,0,Non-Travel,Research & Development,Life Sciences,Male,1,Laboratory Technician,Single,28510
36,0,Non-Travel,Research & Development,Medical,Male,3,Sales Representative,Single,34520
31,0,Travel_Frequently,Research & Development,Life Sciences,Male,1,Sales Executive,Married,52580
28,0,Travel_Rarely,Sales,Marketing,Male,1,Sales Executive,Married,93550
35,0,Travel_Frequently,Research & Development,Other,Female,1,Manufacturing Director,Divorced,104960
49,0,Travel_Rarely,Sales,Medical,Female,1,Sales Executive,Married,63800
34,0,Travel_Frequently,Sales,Technical Degree,Male,2,Sales Executive,Single,26570
29,0,Travel_Frequently,Research & Development,Medical,Male,3,Research Scientist,Divorced,27160
42,0,Travel_Rarely,Sales,Life Sciences,Female,1,Healthcare Representative,Single,22010
29,0,Travel_Rarely,Sales,Other,Female,2,Healthcare Representative,Married,65400
38,0,Travel_Rarely,Research & Development,Medical,Female,1,Human Resources,Married,38160
28,0,Travel_Frequently,Sales,Life Sciences,Male,1,Manager,Divorced,52530
18,1,Non-Travel,Research & Development,Medical,Male,3,Laboratory Technician,Single,109650
33,1,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Single,49360
41,0,Travel_Rarely,Research & Development,Medical,Male,2,Research Scientist,Married,25430
31,1,Travel_Frequently,Sales,Technical Degree,Female,1,Research Director,Married,53040
37,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Manufacturing Director,Divorced,166590
27,0,Travel_Rarely,Research & Development,Medical,Female,1,Healthcare Representative,Married,42600
34,0,Travel_Rarely,Sales,Marketing,Female,2,Laboratory Technician,Married,24760
35,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Laboratory Technician,Single,31020
29,1,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,22440
40,0,Travel_Frequently,Research & Development,Medical,Male,4,Human Resources,Single,75960
42,1,Travel_Frequently,Sales,Life Sciences,Male,1,Laboratory Technician,Single,22850
42,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Laboratory Technician,Single,30340
35,0,Travel_Rarely,Research & Development,Medical,Male,1,Healthcare Representative,Married,57150
24,0,Travel_Rarely,Sales,Life Sciences,Female,1,Laboratory Technician,Single,25760
28,1,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Married,41970
26,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Representative,Married,143360
30,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Manufacturing Director,Married,34480
40,0,Travel_Frequently,Research & Development,Life Sciences,Male,2,Research Scientist,Married,194060
35,0,Travel_Rarely,Research & Development,Medical,Female,2,Research Scientist,Divorced,65380
34,0,Travel_Frequently,Research & Development,Life Sciences,Male,1,Research Director,Single,43060
35,0,Travel_Frequently,Research & Development,Medical,Female,2,Laboratory Technician,Married,22580
43,1,Travel_Rarely,Sales,Marketing,Female,3,Research Scientist,Single,45220
32,0,Non-Travel,Research & Development,Other,Female,2,Research Scientist,Divorced,44870
56,0,Travel_Rarely,Research & Development,Other,Male,2,Healthcare Representative,Divorced,44490
29,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Laboratory Technician,Married,22180
19,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Single,191970
45,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Sales Representative,Married,132120
37,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Research Scientist,Married,65770
20,0,Travel_Rarely,Research & Development,Medical,Male,5,Research Director,Single,83920
44,1,Travel_Rarely,Human Resources,Human Resources,Male,3,Sales Executive,Single,45580
53,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Director,Divorced,40310
29,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Married,79690
22,1,Travel_Frequently,Research & Development,Medical,Male,1,Sales Representative,Married,26540
46,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Married,165550
44,0,Non-Travel,Research & Development,Life Sciences,Male,1,Sales Representative,Single,45560
33,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Manager,Married,60910
41,1,Non-Travel,Research & Development,Life Sciences,Male,2,Sales Representative,Divorced,195660
30,0,Travel_Rarely,Sales,Marketing,Male,3,Sales Executive,Divorced,48100
40,0,Travel_Frequently,Sales,Medical,Male,1,Manufacturing Director,Married,45230
50,0,Travel_Frequently,Research & Development,Life Sciences,Female,2,Healthcare Representative,Married,32020
28,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Research Scientist,Married,23510
46,0,Travel_Rarely,Research & Development,Other,Male,3,Manager,Married,17020
35,0,Travel_Rarely,Sales,Marketing,Male,1,Laboratory Technician,Married,180410
24,1,Travel_Rarely,Human Resources,Human Resources,Male,3,Manufacturing Director,Married,28860
33,0,Travel_Frequently,Research & Development,Medical,Female,1,Sales Executive,Married,20970
36,0,Travel_Rarely,Research & Development,Medical,Male,2,Sales Executive,Divorced,119350
30,0,Travel_Rarely,Sales,Marketing,Male,1,Sales Executive,Divorced,25460
44,0,Travel_Rarely,Research & Development,Medical,Male,2,Research Scientist,Single,25640
20,0,Travel_Rarely,Research & Development,Medical,Male,1,Human Resources,Single,84120
46,0,Travel_Rarely,Sales,Medical,Female,1,Sales Executive,Divorced,141180
42,0,Non-Travel,Research & Development,Medical,Male,5,Sales Executive,Married,170460
60,0,Travel_Rarely,Sales,Life Sciences,Male,2,Sales Executive,Divorced,25640
32,0,Travel_Frequently,Sales,Life Sciences,Female,1,Sales Executive,Married,102660
32,0,Travel_Frequently,Research & Development,Life Sciences,Female,2,Research Scientist,Single,50700
36,0,Travel_Rarely,Sales,Marketing,Male,4,Healthcare Representative,Divorced,178610
33,0,Travel_Rarely,Sales,Marketing,Male,1,Research Scientist,Married,42300
40,0,Travel_Rarely,Research & Development,Medical,Female,2,Research Scientist,Divorced,37800
25,0,Travel_Rarely,Research & Development,Medical,Female,1,Laboratory Technician,Single,27680
30,0,Travel_Rarely,Sales,Marketing,Female,1,Research Scientist,Married,90710
42,0,Travel_Frequently,Human Resources,Medical,Male,1,Sales Executive,Married,106480
35,0,Non-Travel,Research & Development,Life Sciences,Male,2,Sales Executive,Married,136100
27,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Manufacturing Director,Married,34080
54,0,Travel_Frequently,Research & Development,Medical,Male,2,Sales Representative,Divorced,29830
44,0,Travel_Rarely,Human Resources,Life Sciences,Male,5,Laboratory Technician,Married,76320
19,1,Non-Travel,Sales,Other,Male,3,Healthcare Representative,Single,98240
29,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Manufacturing Director,Divorced,99500
54,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Married,20930
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Married,99800
31,0,Travel_Rarely,Sales,Marketing,Female,1,Sales Executive,Single,38940
59,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Research Scientist,Single,40510
43,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Laboratory Technician,Married,168350
49,0,Travel_Rarely,Sales,Life Sciences,Male,2,Research Scientist,Married,62300
36,0,Travel_Frequently,Sales,Marketing,Female,1,Laboratory Technician,Married,47170
48,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Laboratory Technician,Single,132370
27,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Divorced,37550
29,0,Travel_Rarely,Sales,Medical,Male,1,Laboratory Technician,Divorced,65820
48,0,Travel_Rarely,Sales,Marketing,Male,2,Manufacturing Director,Single,74060
29,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Healthcare Representative,Divorced,48050
34,0,Travel_Rarely,Sales,Medical,Female,2,Laboratory Technician,Married,27410
44,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Laboratory Technician,Married,42620
33,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Research Scientist,Divorced,161840
19,0,Travel_Rarely,Sales,Marketing,Male,3,Laboratory Technician,Single,115570
23,0,Travel_Rarely,Sales,Medical,Male,3,Laboratory Technician,Married,18780
25,1,Travel_Frequently,Research & Development,Life Sciences,Male,1,Manufacturing Director,Single,109320
26,0,Travel_Rarely,Human Resources,Life Sciences,Male,2,Research Scientist,Single,68110
45,1,Travel_Rarely,Human Resources,Human Resources,Male,2,Laboratory Technician,Single,43060
55,0,Non-Travel,Research & Development,Life Sciences,Female,2,Manager,Divorced,48590
21,1,Travel_Frequently,Research & Development,Medical,Female,4,Research Scientist,Single,53370
46,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Manufacturing Director,Married,23400
34,0,Travel_Rarely,Sales,Medical,Male,3,Sales Representative,Single,74910
51,0,Travel_Frequently,Research & Development,Life Sciences,Male,2,Research Director,Divorced,105270
59,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Single,165950
34,0,Travel_Frequently,Sales,Medical,Female,3,Research Scientist,Divorced,88340
28,0,Travel_Frequently,Research & Development,Other,Female,1,Manager,Single,55770
44,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Divorced,47070
34,0,Travel_Frequently,Sales,Life Sciences,Male,2,Sales Executive,Married,24000
35,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Healthcare Representative,Married,98240
42,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Manager,Married,64470
43,0,Travel_Rarely,Research & Development,Medical,Female,1,Laboratory Technician,Single,195020
36,0,Travel_Rarely,Research & Development,Medical,Male,1,Healthcare Representative,Single,27250
44,1,Travel_Rarely,Research & Development,Life Sciences,Female,2,Laboratory Technician,Married,62720
28,0,Travel_Frequently,Research & Development,Life Sciences,Female,2,Sales Representative,Married,21270
51,0,Travel_Frequently,Sales,Medical,Male,2,Research Scientist,Single,182000
30,0,Non-Travel,Research & Development,Other,Male,1,Research Scientist,Single,20960
29,1,Travel_Rarely,Research & Development,Technical Degree,Female,1,Sales Representative,Divorced,28860
28,0,Travel_Rarely,Sales,Life Sciences,Female,2,Sales Representative,Single,20330
25,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Scientist,Single,36220
32,0,Travel_Rarely,Research & Development,Other,Female,1,Sales Executive,Married,42330
45,0,Travel_Frequently,Research & Development,Medical,Male,3,Laboratory Technician,Single,36810
39,0,Travel_Rarely,Sales,Marketing,Female,1,Laboratory Technician,Divorced,54600
58,0,Travel_Rarely,Research & Development,Other,Male,2,Laboratory Technician,Divorced,21870
32,1,Travel_Rarely,Research & Development,Technical Degree,Female,1,Sales Executive,Married,96020
39,1,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Single,28360
30,0,Travel_Rarely,Sales,Marketing,Male,4,Research Director,Married,40890
36,0,Travel_Rarely,Sales,Marketing,Male,2,Sales Executive,Married,166270
46,0,Travel_Rarely,Sales,Medical,Male,1,Research Scientist,Single,26190
28,0,Non-Travel,Research & Development,Medical,Male,5,Sales Executive,Married,56790
50,0,Travel_Rarely,Research & Development,Medical,Female,5,Laboratory Technician,Married,154020
40,1,Travel_Rarely,Sales,Other,Male,1,Laboratory Technician,Single,59850
52,1,Travel_Rarely,Research & Development,Technical Degree,Male,3,Laboratory Technician,Single,25790
30,0,Travel_Rarely,Research & Development,Medical,Female,1,Sales Executive,Married,30410
39,0,Travel_Rarely,Research & Development,Medical,Male,2,Healthcare Representative,Single,34470
31,0,Non-Travel,Research & Development,Medical,Male,1,Sales Executive,Divorced,195130
41,0,Non-Travel,Sales,Life Sciences,Female,1,Research Director,Single,27730
31,1,Travel_Frequently,Research & Development,Life Sciences,Male,1,Sales Executive,Single,71040
44,1,Travel_Rarely,Sales,Life Sciences,Male,1,Laboratory Technician,Married,63220
42,0,Non-Travel,Research & Development,Life Sciences,Male,2,Laboratory Technician,Married,20830
55,0,Travel_Rarely,Sales,Technical Degree,Male,2,Manufacturing Director,Married,83810
56,0,Travel_Rarely,Sales,Medical,Female,3,Manufacturing Director,Single,26910
40,0,Non-Travel,Research & Development,Life Sciences,Male,1,Laboratory Technician,Divorced,42860
34,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Research Director,Divorced,26590
40,0,Travel_Rarely,Sales,Medical,Male,2,Sales Executive,Single,94340
41,0,Travel_Frequently,Sales,Other,Female,2,Healthcare Representative,Divorced,55610
35,0,Travel_Frequently,Sales,Technical Degree,Male,2,Manager,Single,66460
51,0,Travel_Rarely,Sales,Life Sciences,Male,4,Manufacturing Director,Divorced,77250
38,0,Travel_Rarely,Sales,Life Sciences,Female,1,Research Scientist,Divorced,107250
34,0,Travel_Rarely,Sales,Life Sciences,Male,2,Research Scientist,Single,88470
25,0,Travel_Rarely,Research & Development,Medical,Female,4,Research Scientist,Married,20450
58,1,Travel_Rarely,Sales,Technical Degree,Male,2,Sales Executive,Married,10090
40,0,Travel_Rarely,Research & Development,Medical,Female,1,Research Scientist,Married,33480
36,0,Travel_Frequently,Sales,Life Sciences,Male,1,Research Scientist,Married,12810
48,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Single,28190
27,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Laboratory Technician,Married,48510
51,0,Travel_Rarely,Research & Development,Medical,Female,3,Manufacturing Director,Single,40280
18,0,Non-Travel,Research & Development,Medical,Male,2,Sales Executive,Single,27200
35,0,Travel_Rarely,Research & Development,Other,Female,2,Research Director,Married,81200
27,0,Travel_Frequently,Research & Development,Medical,Female,1,Research Director,Single,46470
55,1,Travel_Rarely,Research & Development,Technical Degree,Male,1,Human Resources,Single,46800
56,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Married,32210
34,0,Non-Travel,Sales,Life Sciences,Male,2,Research Scientist,Divorced,86210
40,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Divorced,45770
34,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Scientist,Married,45530
31,1,Travel_Frequently,Research & Development,Medical,Female,2,Manufacturing Director,Single,53960
35,1,Travel_Frequently,Research & Development,Medical,Male,1,Manufacturing Director,Married,67960
38,0,Travel_Frequently,Research & Development,Medical,Female,2,Sales Representative,Divorced,76250
34,0,Travel_Rarely,Research & Development,Other,Female,2,Laboratory Technician,Single,74120
28,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Healthcare Representative,Married,111590
31,1,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Married,49600
39,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Healthcare Representative,Married,104750
51,0,Travel_Frequently,Research & Development,Medical,Male,2,Sales Executive,Married,148140
41,0,Travel_Frequently,Research & Development,Life Sciences,Male,4,Sales Executive,Divorced,191410
37,0,Travel_Rarely,Research & Development,Medical,Female,1,Healthcare Representative,Married,54050
33,0,Travel_Frequently,Research & Development,Medical,Female,1,Sales Executive,Married,87930
32,0,Travel_Rarely,Research & Development,Medical,Male,5,Research Director,Married,191890
39,0,Non-Travel,Research & Development,Life Sciences,Male,2,Sales Executive,Married,38750
25,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,22160
52,0,Travel_Frequently,Research & Development,Life Sciences,Male,2,Sales Executive,Married,117130
43,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Single,78610
27,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Human Resources,Married,37080
27,1,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Single,137700
26,0,Travel_Rarely,Research & Development,Other,Male,3,Laboratory Technician,Single,53040
42,0,Travel_Rarely,Sales,Marketing,Female,3,Research Scientist,Married,26420
52,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Healthcare Representative,Married,27590
37,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Manager,Single,68040
35,0,Travel_Frequently,Research & Development,Medical,Female,2,Research Director,Single,61420
25,0,Travel_Rarely,Research & Development,Medical,Male,2,Sales Executive,Married,25000
26,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Scientist,Single,63890
29,0,Travel_Rarely,Sales,Life Sciences,Male,1,Laboratory Technician,Single,111030
49,1,Travel_Frequently,Sales,Medical,Female,2,Healthcare Representative,Single,23420
29,1,Travel_Frequently,Sales,Marketing,Female,2,Laboratory Technician,Single,68110
54,0,Travel_Rarely,Sales,Medical,Female,2,Manager,Single,22970
58,0,Travel_Rarely,Sales,Life Sciences,Female,2,Laboratory Technician,Married,24500
55,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Research Scientist,Divorced,50930
36,0,Travel_Rarely,Research & Development,Medical,Male,2,Sales Executive,Single,53090
31,1,Travel_Frequently,Sales,Life Sciences,Male,2,Manager,Single,30570
30,0,Travel_Rarely,Sales,Life Sciences,Male,3,Sales Executive,Divorced,51210
31,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Single,168560
34,0,Travel_Frequently,Sales,Marketing,Female,5,Manager,Divorced,26860
31,1,Travel_Rarely,Sales,Technical Degree,Male,1,Research Scientist,Single,61800
27,0,Travel_Rarely,Human Resources,Medical,Male,4,Sales Executive,Married,66320
36,0,Travel_Rarely,Sales,Marketing,Male,2,Research Scientist,Single,35050
36,0,Travel_Rarely,Research & Development,Other,Female,3,Research Director,Married,63970
47,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Sales Executive,Married,62740
25,1,Travel_Rarely,Sales,Life Sciences,Male,2,Research Scientist,Married,198590
37,0,Non-Travel,Sales,Medical,Male,1,Healthcare Representative,Single,75870
56,0,Travel_Rarely,Research & Development,Other,Male,2,Sales Representative,Married,42580
47,0,Travel_Rarely,Research & Development,Medical,Male,2,Laboratory Technician,Married,43640
24,0,Travel_Rarely,Research & Development,Other,Male,1,Manufacturing Director,Married,43350
32,0,Travel_Rarely,Sales,Marketing,Male,1,Research Scientist,Married,53260
34,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Married,32800
41,0,Travel_Rarely,Research & Development,Medical,Female,3,Sales Executive,Married,54850
40,0,Non-Travel,Sales,Life Sciences,Male,1,Sales Executive,Divorced,43420
31,0,Travel_Rarely,Research & Development,Medical,Male,2,Human Resources,Divorced,27820
46,1,Travel_Rarely,Research & Development,Medical,Male,1,Manufacturing Director,Divorced,59800
39,1,Non-Travel,Research & Development,Medical,Male,2,Manufacturing Director,Single,43810
31,1,Travel_Frequently,Sales,Medical,Male,2,Sales Executive,Single,25720
45,0,Travel_Rarely,Sales,Marketing,Male,1,Sales Executive,Divorced,38330
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Human Resources,Single,42440
31,1,Travel_Frequently,Research & Development,Life Sciences,Male,1,Laboratory Technician,Married,65000
45,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Married,184300
48,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Research Scientist,Divorced,16010
34,1,Travel_Rarely,Research & Development,Medical,Male,2,Research Scientist,Married,26940
40,0,Non-Travel,Research & Development,Other,Female,1,Sales Executive,Divorced,31490
28,0,Travel_Rarely,Research & Development,Technical Degree,Female,1,Research Scientist,Single,176390
44,0,Non-Travel,Research & Development,Life Sciences,Male,1,Laboratory Technician,Single,23190
53,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Manager,Single,116910
49,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Laboratory Technician,Married,53240
40,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Laboratory Technician,Divorced,167520
44,0,Travel_Rarely,Research & Development,Other,Male,3,Research Scientist,Single,52280
33,0,Travel_Frequently,Human Resources,Medical,Female,2,Sales Executive,Married,27000
34,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Sales Representative,Single,192460
30,0,Travel_Rarely,Sales,Technical Degree,Male,1,Laboratory Technician,Married,25060
42,0,Travel_Frequently,Research & Development,Medical,Female,1,Sales Executive,Single,60620
44,0,Travel_Frequently,Research & Development,Life Sciences,Female,5,Manufacturing Director,Married,43820
30,0,Non-Travel,Research & Development,Life Sciences,Male,1,Manufacturing Director,Divorced,21430
57,0,Travel_Rarely,Sales,Life Sciences,Male,3,Research Scientist,Married,61620
49,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Sales Executive,Divorced,50940
34,0,Travel_Frequently,Research & Development,Medical,Female,2,Sales Representative,Divorced,68770
28,1,Travel_Frequently,Research & Development,Medical,Male,1,Research Scientist,Married,22740
29,1,Travel_Frequently,Research & Development,Medical,Female,5,Research Scientist,Single,44340
34,1,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Single,62880
35,0,Travel_Rarely,Sales,Other,Female,4,Healthcare Representative,Married,25530
24,1,Travel_Frequently,Sales,Life Sciences,Male,2,Research Scientist,Single,76540
24,0,Non-Travel,Research & Development,Life Sciences,Female,2,Manager,Married,51600
44,0,Travel_Frequently,Research & Development,Medical,Female,2,Research Scientist,Single,171590
29,0,Travel_Rarely,Sales,Life Sciences,Female,1,Sales Executive,Divorced,128080
30,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Sales Executive,Divorced,102210
55,0,Travel_Rarely,Sales,Marketing,Male,2,Research Scientist,Married,47790
33,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Married,37370
47,0,Travel_Rarely,Research & Development,Medical,Female,2,Sales Representative,Married,23660
28,1,Travel_Frequently,Sales,Marketing,Male,2,Laboratory Technician,Single,17060
28,0,Travel_Rarely,Sales,Marketing,Male,1,Laboratory Technician,Divorced,163070
28,0,Travel_Frequently,Research & Development,Life Sciences,Female,2,Sales Executive,Single,59330
49,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Married,34240
29,0,Travel_Frequently,Research & Development,Medical,Male,1,Research Scientist,Married,40370
28,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Laboratory Technician,Married,25590
33,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Sales Executive,Single,62010
32,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Laboratory Technician,Single,44030
54,0,Travel_Frequently,Sales,Life Sciences,Female,4,Research Scientist,Divorced,37610
29,1,Travel_Rarely,Research & Development,Life Sciences,Female,2,Research Scientist,Single,109340
44,0,Travel_Rarely,Sales,Marketing,Male,1,Sales Representative,Married,107610
39,0,Travel_Rarely,Sales,Technical Degree,Female,2,Laboratory Technician,Single,51750
46,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Manufacturing Director,Married,138260
35,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Single,63340
23,0,Travel_Rarely,Research & Development,Medical,Female,2,Manager,Single,49360
40,1,Travel_Rarely,Research & Development,Medical,Male,2,Research Director,Single,47750
